customer_id,transaction_date,amount
CUST_0000,2023-07-08,39.88794644157806
CUST_0000,2023-07-09,43.09934093916478
CUST_0000,2023-08-08,40.55203957627398
CUST_0000,2023-08-15,45.42114232725989
CUST_0000,2023-09-02,56.3678652843297
CUST_0000,2023-09-06,64.1590705398573
CUST_0000,2023-09-26,44.81761304664963
CUST_0000,2023-10-14,56.87809331627981
CUST_0000,2023-10-29,34.19101725400439
CUST_0000,2023-12-07,48.0403701082088
CUST_0000,2023-12-18,38.67408110673197
CUST_0000,2023-12-27,42.066891699405055
CUST_0000,2024-01-05,62.703288658522986
CUST_0000,2024-01-20,32.787015716846284
CUST_0000,2024-06-04,51.74761138582308
CUST_0000,2024-06-14,43.23657611440972
CUST_0000,2024-06-15,51.381648479109565
CUST_0000,2024-07-08,33.80715590562202
CUST_0000,2024-07-11,45.81263003282976
CUST_0000,2024-08-14,45.38964874983505
CUST_0000,2024-09-28,45.38938052766929
CUST_0000,2024-10-05,34.86064725785186
CUST_0000,2024-10-06,24.593950714754083
CUST_0000,2024-10-13,33.450165816733715
CUST_0000,2024-10-17,45.68853376431807
CUST_0000,2024-10-18,47.53501184944788
CUST_0000,2024-11-30,41.32222642773623
CUST_0000,2024-12-19,56.697408074240144
CUST_0001,2023-03-29,68.01537037818872
CUST_0001,2023-05-21,95.48738294240337
CUST_0001,2024-04-17,76.47661992849348
CUST_0001,2024-06-26,915.6977987967239
CUST_0001,2024-06-28,99.46217049777896
CUST_0001,2024-07-22,127.3054343077506
CUST_0001,2024-08-04,38.61348192672136
CUST_0001,2024-11-09,104.3232782858665
CUST_0002,2023-11-05,49.471070202341025
CUST_0002,2023-11-19,50.34585634541201
CUST_0002,2024-02-19,52.3194291925198
CUST_0002,2024-02-23,33.257798504248306
CUST_0002,2024-06-15,59.429552919052014
CUST_0002,2024-06-16,35.00723924478805
CUST_0002,2024-06-19,44.2756629629602
CUST_0002,2024-06-28,48.11851623757211
CUST_0002,2024-07-12,45.02768096244347
CUST_0002,2024-09-19,39.19237340258415
CUST_0002,2024-10-20,40.982807007593074
CUST_0003,2023-11-10,54.31298949113953
CUST_0003,2023-12-03,43.069046571990576
CUST_0003,2024-01-11,42.50652291996392
CUST_0003,2024-03-29,40.68775401287993
CUST_0003,2024-07-04,42.4557321275203
CUST_0003,2024-09-19,45.42353635009312
CUST_0003,2024-09-30,22.832765815733694
CUST_0004,2023-02-28,57.1794865071861
CUST_0005,2023-09-28,68.28241031149847
CUST_0005,2023-10-01,60.60598195477509
CUST_0005,2023-10-02,54.34569738511328
CUST_0005,2023-11-18,38.20000172475844
CUST_0005,2023-12-12,46.46041744736241
CUST_0005,2024-02-23,55.33389177222569
CUST_0005,2024-03-18,64.23822380565412
CUST_0005,2024-05-16,42.290598166166376
CUST_0005,2024-05-20,38.55497217006049
CUST_0005,2024-06-05,42.49566326786717
CUST_0005,2024-06-27,47.898724133029674
CUST_0005,2024-07-26,48.82568538430607
CUST_0005,2024-08-27,34.66373563803883
CUST_0006,2023-02-24,48.13491102023088
CUST_0006,2023-03-01,43.16999792851487
CUST_0006,2023-04-02,43.6795957930462
CUST_0006,2023-04-03,44.765472510366216
CUST_0006,2023-04-14,38.322219370393135
CUST_0006,2023-04-18,59.462644777896
CUST_0006,2023-04-22,36.76930642888167
CUST_0006,2023-04-27,46.4707870443368
CUST_0006,2023-05-19,32.30790192036534
CUST_0006,2023-05-24,54.43285909027433
CUST_0006,2023-05-26,41.90495302898667
CUST_0006,2023-06-07,58.487401592598225
CUST_0006,2023-06-08,42.98947949711543
CUST_0006,2023-06-28,50.33681866939396
CUST_0006,2023-07-09,31.800122581155662
CUST_0006,2023-07-14,60.41192295015279
CUST_0006,2023-07-18,52.786057229845305
CUST_0006,2023-08-01,28.632439852724822
CUST_0006,2023-08-30,38.841639897865306
CUST_0006,2023-09-12,52.901025443918485
CUST_0006,2023-09-13,42.95138980776935
CUST_0006,2023-10-16,33.907380649593314
CUST_0006,2023-10-25,51.04415512706132
CUST_0006,2023-11-16,48.46573466822473
CUST_0006,2023-11-22,54.686347551755155
CUST_0006,2023-11-24,43.978991463407155
CUST_0006,2023-11-25,64.5707550675789
CUST_0006,2023-12-01,36.8448551122725
CUST_0006,2023-12-04,56.2610508611677
CUST_0006,2023-12-05,33.37333885719565
CUST_0006,2024-01-08,50.94655288434923
CUST_0006,2024-01-13,50.77155538828532
CUST_0006,2024-01-15,58.152253781900214
CUST_0006,2024-02-05,59.46840251758886
CUST_0006,2024-02-09,43.26195973802143
CUST_0006,2024-03-15,69.95542421729503
CUST_0006,2024-04-05,50.68497187783833
CUST_0006,2024-05-01,44.3759310453472
CUST_0006,2024-05-02,35.98838457281214
CUST_0006,2024-05-07,53.309591547424006
CUST_0006,2024-05-09,46.47953352212941
CUST_0006,2024-05-24,45.40026501362598
CUST_0006,2024-07-02,42.95381033013496
CUST_0006,2024-07-24,53.06575799952652
CUST_0006,2024-08-05,48.76166145114047
CUST_0006,2024-08-18,40.49729412554866
CUST_0006,2024-09-13,51.63961877906388
CUST_0006,2024-09-20,55.734376635228976
CUST_0006,2024-09-25,60.161828447221986
CUST_0006,2024-11-01,45.5593020043163
CUST_0006,2024-11-08,63.877841284544175
CUST_0006,2024-11-10,43.993054347730975
CUST_0006,2024-11-12,32.13977816673565
CUST_0006,2024-11-13,54.982857108540095
CUST_0006,2024-12-10,53.69010558296897
CUST_0007,2023-05-15,43.845103514209
CUST_0007,2023-10-01,54.35299627540771
CUST_0007,2023-10-11,56.78182269239793
CUST_0007,2023-10-17,53.76545926693046
CUST_0007,2023-10-21,41.39556488205679
CUST_0007,2023-10-23,48.61257729864897
CUST_0007,2024-01-05,28.639239878362282
CUST_0007,2024-01-28,69.07132910536065
CUST_0007,2024-04-07,51.47120616242482
CUST_0007,2024-04-12,57.57235060224162
CUST_0007,2024-04-25,61.332391365124934
CUST_0007,2024-05-06,46.513818741100025
CUST_0007,2024-05-10,84.63936286056484
CUST_0007,2024-06-05,64.4920544383045
CUST_0007,2024-07-23,49.119738013343756
CUST_0007,2024-09-08,63.7630403033596
CUST_0007,2024-09-18,44.336545872647136
CUST_0007,2024-11-06,44.53696789862765
CUST_0008,2023-12-06,74.168430091505
CUST_0008,2023-12-21,53.40695376145404
CUST_0008,2023-12-26,76.20298844806979
CUST_0008,2024-03-15,76.54924111573787
CUST_0008,2024-06-11,71.51514018119765
CUST_0008,2024-06-12,57.17254289038189
CUST_0008,2024-07-05,64.74400290932563
CUST_0008,2024-07-24,68.53415126240898
CUST_0008,2024-11-19,67.37101292068058
CUST_0009,2023-09-21,30.702278294680173
CUST_0009,2023-09-23,39.21414957332318
CUST_0009,2023-11-10,24.51556024655399
CUST_0009,2023-11-11,34.55328813610592
CUST_0009,2023-11-20,36.068484652213
CUST_0009,2023-12-17,33.15139868466803
CUST_0009,2024-01-24,41.979116609238126
CUST_0009,2024-01-31,26.949057943217586
CUST_0009,2024-03-09,35.04448678978338
CUST_0009,2024-03-17,36.4617750007433
CUST_0009,2024-04-15,44.93375157722322
CUST_0009,2024-04-27,32.35365070835821
CUST_0009,2024-05-01,31.19601952157361
CUST_0009,2024-07-22,33.49514813322354
CUST_0009,2024-08-05,31.21616281877285
CUST_0009,2024-08-30,44.06392921011604
CUST_0009,2024-09-11,36.684183635111054
CUST_0009,2024-10-03,40.30621936645949
CUST_0009,2024-10-13,29.24131731889115
CUST_0009,2024-12-14,37.932742127227826
CUST_0009,2024-12-20,38.82078121988116
CUST_0010,2023-02-23,34.54388838200928
CUST_0010,2023-03-30,46.77172658811514
